transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000115803,2024-03-02 19:32:34,P2M,Shopping,698,SUCCESS,26-35,18-25,Rajasthan,ICICI,SBI,Android,5G,0,19,Saturday,1
TXN0000020504,2024-06-24 17:24:40,P2P,Shopping,877,SUCCESS,26-35,36-45,Karnataka,HDFC,ICICI,iOS,4G,0,17,Monday,0
TXN0000031321,2024-04-16 19:19:57,P2P,Grocery,1363,SUCCESS,36-45,26-35,Tamil Nadu,SBI,SBI,Android,5G,0,19,Tuesday,0
TXN0000100424,2024-11-05 20:05:12,Bill Payment,Food,368,SUCCESS,18-25,56+,Uttar Pradesh,Axis,IndusInd,Android,5G,0,20,Tuesday,0
TXN0000013721,2024-12-26 09:50:53,P2P,Other,375,FAILED,36-45,26-35,Karnataka,SBI,SBI,Android,5G,0,9,Thursday,0
TXN0000133652,2024-12-15 09:01:35,P2P,Shopping,911,SUCCESS,26-35,18-25,West Bengal,IndusInd,HDFC,Android,4G,0,9,Sunday,1
TXN0000031800,2024-10-04 12:47:24,P2P,Other,716,SUCCESS,18-25,46-55,Uttar Pradesh,Yes Bank,Kotak,Android,3G,0,12,Friday,0
TXN0000091079,2024-10-27 17:50:40,P2P,Food,105,SUCCESS,36-45,56+,Tamil Nadu,PNB,SBI,Web,WiFi,0,17,Sunday,1
TXN0000092163,2024-04-22 19:05:21,P2M,Food,566,SUCCESS,26-35,18-25,Karnataka,Kotak,Yes Bank,Android,WiFi,0,19,Monday,0
TXN0000233027,2024-08-18 17:59:51,P2P,Utilities,4260,FAILED,36-45,36-45,Maharashtra,Axis,Yes Bank,Android,4G,0,17,Sunday,1
TXN0000228518,2024-10-25 20:32:41,P2P,Shopping,1326,SUCCESS,26-35,36-45,Delhi,HDFC,Axis,Android,4G,0,20,Friday,0
TXN0000135047,2024-12-07 09:39:55,P2P,Grocery,172,SUCCESS,26-35,18-25,Maharashtra,HDFC,Kotak,Web,5G,0,9,Saturday,1
TXN0000030994,2024-04-24 23:13:13,Bill Payment,Food,2759,SUCCESS,26-35,36-45,Delhi,SBI,Yes Bank,Android,4G,0,23,Wednesday,0
TXN0000241285,2024-04-16 08:33:47,Bill Payment,Other,705,SUCCESS,36-45,36-45,Tamil Nadu,Kotak,HDFC,Android,4G,0,8,Tuesday,0
TXN0000118047,2024-09-14 21:33:32,Bill Payment,Grocery,342,SUCCESS,18-25,26-35,Tamil Nadu,SBI,PNB,Android,4G,0,21,Saturday,1
TXN0000108770,2024-04-22 11:23:00,P2M,Shopping,734,FAILED,36-45,18-25,Karnataka,IndusInd,Kotak,Android,5G,0,11,Monday,0
TXN0000144001,2024-01-09 12:46:07,P2M,Entertainment,1074,SUCCESS,18-25,18-25,Uttar Pradesh,HDFC,Kotak,Android,4G,0,12,Tuesday,0
TXN0000046181,2024-09-21 00:30:45,P2P,Food,637,SUCCESS,36-45,18-25,Rajasthan,SBI,HDFC,Android,4G,0,0,Saturday,1
TXN0000099150,2024-04-02 09:55:32,P2M,Food,173,SUCCESS,26-35,56+,Uttar Pradesh,PNB,SBI,iOS,4G,0,9,Tuesday,0
TXN0000134158,2024-01-11 17:29:52,P2M,Food,98,SUCCESS,26-35,36-45,Karnataka,SBI,HDFC,iOS,5G,0,17,Thursday,0
TXN0000112987,2024-09-21 10:41:37,P2P,Grocery,214,SUCCESS,36-45,18-25,Tamil Nadu,SBI,PNB,iOS,4G,0,10,Saturday,1
TXN0000024678,2024-11-03 21:31:56,P2P,Shopping,10133,SUCCESS,18-25,36-45,Andhra Pradesh,Axis,IndusInd,Android,3G,0,21,Sunday,1
TXN0000001101,2024-06-17 17:00:31,P2P,Grocery,441,SUCCESS,26-35,46-55,Uttar Pradesh,IndusInd,SBI,Web,4G,0,17,Monday,0
TXN0000008069,2024-11-06 22:43:57,P2P,Grocery,2303,SUCCESS,26-35,36-45,Delhi,IndusInd,HDFC,Android,4G,0,22,Wednesday,0
TXN0000155289,2024-08-02 10:37:59,P2M,Utilities,1195,SUCCESS,36-45,36-45,Delhi,SBI,Kotak,Android,4G,0,10,Friday,0
TXN0000096123,2024-04-12 09:53:39,P2P,Shopping,1243,FAILED,26-35,26-35,Karnataka,HDFC,Axis,Android,WiFi,0,9,Friday,0
TXN0000102811,2024-09-03 12:16:11,P2M,Utilities,5916,SUCCESS,36-45,18-25,Karnataka,HDFC,IndusInd,Android,4G,0,12,Tuesday,0
TXN0000140542,2024-02-01 17:14:50,P2P,Shopping,795,SUCCESS,36-45,26-35,Maharashtra,SBI,SBI,iOS,4G,0,17,Thursday,0
TXN0000160097,2024-10-27 11:25:47,P2P,Utilities,6549,SUCCESS,26-35,36-45,Rajasthan,HDFC,Axis,Android,4G,0,11,Sunday,1
TXN0000151333,2024-02-14 02:53:35,P2P,Fuel,667,SUCCESS,18-25,36-45,Telangana,SBI,Axis,Android,4G,0,2,Wednesday,0
TXN0000239359,2024-06-20 17:16:46,P2M,Healthcare,975,SUCCESS,46-55,26-35,West Bengal,IndusInd,Yes Bank,iOS,4G,0,17,Thursday,0
TXN0000098554,2024-03-05 17:27:57,P2M,Shopping,3705,SUCCESS,46-55,36-45,Gujarat,Axis,Yes Bank,Android,WiFi,0,17,Tuesday,0
TXN0000204670,2024-05-28 10:53:41,P2M,Other,381,SUCCESS,18-25,18-25,Karnataka,HDFC,ICICI,iOS,4G,0,10,Tuesday,0
TXN0000013951,2024-08-24 17:07:29,P2P,Food,280,SUCCESS,56+,18-25,Tamil Nadu,Yes Bank,ICICI,Android,5G,0,17,Saturday,1
TXN0000044094,2024-11-02 07:14:40,P2P,Other,926,SUCCESS,26-35,26-35,Tamil Nadu,SBI,Kotak,iOS,5G,0,7,Saturday,1
TXN0000019751,2024-03-10 12:08:47,P2M,Other,296,SUCCESS,46-55,26-35,Delhi,Yes Bank,Yes Bank,Web,4G,0,12,Sunday,1
TXN0000126911,2024-01-12 14:50:39,P2P,Food,1211,SUCCESS,36-45,46-55,Delhi,HDFC,Axis,Android,WiFi,0,14,Friday,0
TXN0000069441,2024-07-07 20:20:51,P2P,Transport,1127,SUCCESS,18-25,26-35,Gujarat,Axis,Yes Bank,Web,5G,1,20,Sunday,1
TXN0000129567,2024-10-01 17:33:16,P2P,Grocery,2248,FAILED,18-25,18-25,Delhi,ICICI,IndusInd,Android,5G,0,17,Tuesday,0
TXN0000224098,2024-09-27 18:01:06,Recharge,Food,131,SUCCESS,36-45,18-25,Rajasthan,SBI,ICICI,Android,4G,0,18,Friday,0
TXN0000102163,2024-05-13 22:24:06,Bill Payment,Healthcare,126,SUCCESS,18-25,26-35,Rajasthan,Kotak,IndusInd,Android,5G,0,22,Monday,0
TXN0000199048,2024-11-15 21:14:46,P2P,Grocery,578,SUCCESS,46-55,26-35,Karnataka,ICICI,SBI,Android,5G,0,21,Friday,0
TXN0000180608,2024-03-06 12:18:38,P2P,Entertainment,945,SUCCESS,18-25,26-35,Maharashtra,HDFC,HDFC,iOS,4G,0,12,Wednesday,0
TXN0000171443,2024-07-05 08:09:46,P2P,Grocery,553,SUCCESS,26-35,26-35,Telangana,ICICI,SBI,Android,5G,0,8,Friday,0
TXN0000013578,2024-03-08 21:51:06,Bill Payment,Transport,238,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,Axis,Android,4G,0,21,Friday,0
TXN0000187519,2024-09-20 09:00:44,Bill Payment,Transport,142,SUCCESS,26-35,46-55,Maharashtra,HDFC,PNB,Android,4G,0,9,Friday,0
TXN0000075241,2024-10-03 17:23:56,P2M,Utilities,3903,SUCCESS,36-45,18-25,Tamil Nadu,PNB,ICICI,Android,4G,0,17,Thursday,0
TXN0000080363,2024-12-04 08:13:07,P2M,Fuel,961,SUCCESS,26-35,18-25,Delhi,SBI,SBI,Android,4G,0,8,Wednesday,0
TXN0000002238,2024-05-22 15:11:07,Bill Payment,Utilities,1846,SUCCESS,26-35,18-25,Delhi,PNB,Axis,Android,4G,0,15,Wednesday,0
TXN0000121566,2024-12-15 20:31:05,P2P,Other,1160,SUCCESS,56+,18-25,Maharashtra,Kotak,Kotak,Android,5G,0,20,Sunday,1
TXN0000026539,2024-07-09 13:16:02,P2M,Shopping,1009,SUCCESS,26-35,46-55,Maharashtra,Axis,ICICI,Web,4G,0,13,Tuesday,0
TXN0000212777,2024-05-24 10:39:52,P2P,Other,420,SUCCESS,46-55,36-45,Tamil Nadu,HDFC,HDFC,iOS,4G,0,10,Friday,0
TXN0000032406,2024-02-13 19:35:33,P2P,Shopping,1189,SUCCESS,26-35,36-45,Gujarat,HDFC,SBI,iOS,5G,0,19,Tuesday,0
TXN0000024956,2024-08-18 18:43:58,P2P,Utilities,226,FAILED,56+,36-45,Telangana,SBI,SBI,iOS,4G,0,18,Sunday,1
TXN0000020908,2024-03-06 09:19:53,P2P,Fuel,2260,SUCCESS,18-25,26-35,Telangana,SBI,Axis,Android,4G,0,9,Wednesday,0
TXN0000111142,2024-12-03 19:16:01,P2M,Grocery,705,SUCCESS,18-25,26-35,Telangana,ICICI,Kotak,Android,4G,0,19,Tuesday,0
TXN0000060486,2024-02-18 12:23:06,P2M,Grocery,443,SUCCESS,56+,26-35,Telangana,ICICI,HDFC,Android,4G,0,12,Sunday,1
TXN0000043417,2024-07-17 16:55:36,P2P,Grocery,361,SUCCESS,26-35,18-25,Gujarat,IndusInd,SBI,Android,4G,0,16,Wednesday,0
TXN0000133915,2024-10-31 21:01:57,P2P,Fuel,429,FAILED,18-25,18-25,Tamil Nadu,SBI,IndusInd,Android,4G,0,21,Thursday,0
TXN0000195638,2024-06-18 19:08:17,P2M,Fuel,2672,SUCCESS,18-25,26-35,Andhra Pradesh,HDFC,IndusInd,Android,5G,0,19,Tuesday,0
TXN0000120181,2024-05-21 09:07:54,P2P,Food,240,FAILED,26-35,36-45,Karnataka,Kotak,Kotak,Android,3G,0,9,Tuesday,0
TXN0000103292,2024-02-07 19:42:40,P2P,Grocery,2643,SUCCESS,46-55,18-25,Uttar Pradesh,HDFC,HDFC,iOS,4G,0,19,Wednesday,0
TXN0000085033,2024-03-19 12:30:20,P2M,Shopping,3807,SUCCESS,18-25,26-35,Maharashtra,ICICI,ICICI,Android,5G,0,12,Tuesday,0
TXN0000111267,2024-10-11 16:18:26,P2P,Transport,52,SUCCESS,36-45,26-35,Karnataka,PNB,HDFC,Android,5G,0,16,Friday,0
TXN0000170766,2024-07-09 19:23:49,Bill Payment,Transport,91,SUCCESS,26-35,18-25,Uttar Pradesh,IndusInd,PNB,Android,4G,0,19,Tuesday,0
TXN0000171811,2024-03-14 11:36:57,Recharge,Entertainment,138,SUCCESS,36-45,46-55,Uttar Pradesh,Kotak,Yes Bank,Android,5G,0,11,Thursday,0
TXN0000031136,2024-11-05 17:17:49,P2P,Shopping,1912,SUCCESS,26-35,26-35,Tamil Nadu,SBI,PNB,iOS,5G,0,17,Tuesday,0
TXN0000044918,2024-05-18 16:04:04,Recharge,Utilities,1192,SUCCESS,18-25,36-45,Karnataka,SBI,SBI,Android,4G,0,16,Saturday,1
TXN0000185967,2024-10-08 17:59:05,P2M,Transport,196,SUCCESS,18-25,26-35,Andhra Pradesh,ICICI,Yes Bank,Android,4G,0,17,Tuesday,0
TXN0000173288,2024-10-28 21:07:52,Bill Payment,Grocery,603,SUCCESS,26-35,18-25,Maharashtra,SBI,IndusInd,Android,4G,0,21,Monday,0
TXN0000124466,2024-09-30 13:52:49,Bill Payment,Transport,600,SUCCESS,26-35,18-25,Maharashtra,SBI,Yes Bank,iOS,WiFi,0,13,Monday,0
TXN0000160479,2024-12-20 07:19:38,P2M,Shopping,2532,SUCCESS,26-35,56+,Gujarat,HDFC,ICICI,Android,4G,0,7,Friday,0
TXN0000108024,2024-10-06 20:23:25,P2P,Other,1352,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,PNB,Android,4G,0,20,Sunday,1
TXN0000206451,2024-08-26 10:55:50,P2P,Other,1703,SUCCESS,26-35,26-35,Rajasthan,SBI,Axis,Android,4G,0,10,Monday,0
TXN0000015625,2024-03-04 17:51:47,P2P,Entertainment,137,SUCCESS,56+,26-35,Karnataka,SBI,SBI,Android,3G,0,17,Monday,0
TXN0000188672,2024-08-28 16:01:12,P2P,Grocery,407,SUCCESS,26-35,18-25,Uttar Pradesh,IndusInd,ICICI,iOS,4G,0,16,Wednesday,0
TXN0000141699,2024-12-13 19:39:28,P2P,Shopping,994,SUCCESS,26-35,36-45,Uttar Pradesh,IndusInd,ICICI,Android,4G,0,19,Friday,0
TXN0000191557,2024-09-07 15:04:05,P2P,Grocery,1037,SUCCESS,18-25,36-45,Tamil Nadu,PNB,HDFC,Android,4G,0,15,Saturday,1
TXN0000172042,2024-03-07 16:42:32,P2P,Healthcare,332,SUCCESS,26-35,18-25,Delhi,IndusInd,Yes Bank,Android,4G,0,16,Thursday,0
TXN0000042874,2024-07-13 17:51:03,P2M,Food,227,FAILED,26-35,36-45,Andhra Pradesh,SBI,ICICI,Android,5G,0,17,Saturday,1
TXN0000245225,2024-01-19 14:50:23,P2P,Fuel,463,SUCCESS,18-25,18-25,Uttar Pradesh,HDFC,ICICI,Android,4G,0,14,Friday,0
TXN0000190552,2024-01-18 17:26:13,P2M,Food,206,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,ICICI,Android,4G,0,17,Thursday,0
TXN0000080300,2024-03-31 17:49:32,P2M,Utilities,1243,SUCCESS,18-25,26-35,Uttar Pradesh,HDFC,SBI,Android,5G,0,17,Sunday,1
TXN0000205435,2024-03-13 09:38:29,P2P,Entertainment,527,FAILED,46-55,26-35,Karnataka,SBI,Kotak,Android,WiFi,0,9,Wednesday,0
TXN0000159881,2024-05-02 21:43:44,Bill Payment,Grocery,1918,SUCCESS,46-55,26-35,Gujarat,IndusInd,Yes Bank,Android,WiFi,0,21,Thursday,0
TXN0000192475,2024-01-22 22:55:30,P2P,Other,241,SUCCESS,18-25,36-45,Rajasthan,HDFC,SBI,iOS,4G,0,22,Monday,0
TXN0000015831,2024-06-17 23:56:30,P2M,Other,489,FAILED,46-55,18-25,Uttar Pradesh,HDFC,PNB,Android,4G,0,23,Monday,0
TXN0000125027,2024-08-31 17:01:59,P2P,Healthcare,510,SUCCESS,26-35,26-35,Tamil Nadu,HDFC,Axis,Android,4G,0,17,Saturday,1
TXN0000211232,2024-11-11 12:18:25,P2M,Entertainment,138,SUCCESS,56+,36-45,Tamil Nadu,ICICI,SBI,Android,5G,0,12,Monday,0
TXN0000150258,2024-12-25 18:15:15,P2M,Food,1933,SUCCESS,26-35,46-55,Maharashtra,SBI,IndusInd,Android,WiFi,0,18,Wednesday,0
TXN0000056225,2024-11-01 16:10:00,P2P,Education,5235,SUCCESS,36-45,26-35,Karnataka,Kotak,Kotak,Android,4G,0,16,Friday,0
TXN0000064678,2024-07-02 11:14:25,P2M,Food,490,SUCCESS,18-25,46-55,Karnataka,PNB,Kotak,iOS,5G,0,11,Tuesday,0
TXN0000224263,2024-03-05 12:38:17,P2P,Grocery,2936,SUCCESS,18-25,36-45,Maharashtra,PNB,SBI,iOS,4G,0,12,Tuesday,0
TXN0000047162,2024-02-16 20:50:03,P2P,Food,575,SUCCESS,26-35,18-25,Rajasthan,IndusInd,SBI,Android,4G,0,20,Friday,0
TXN0000209305,2024-02-23 10:48:47,P2P,Transport,241,SUCCESS,26-35,18-25,Tamil Nadu,IndusInd,ICICI,Android,WiFi,0,10,Friday,0
TXN0000189535,2024-09-30 19:05:16,P2M,Transport,121,SUCCESS,26-35,26-35,Karnataka,SBI,SBI,Android,WiFi,0,19,Monday,0
TXN0000202492,2024-07-26 21:28:23,P2M,Shopping,561,SUCCESS,46-55,36-45,West Bengal,Axis,SBI,Android,4G,0,21,Friday,0
TXN0000076280,2024-04-07 12:17:24,P2M,Utilities,2668,SUCCESS,36-45,18-25,Telangana,SBI,HDFC,Android,4G,0,12,Sunday,1
TXN0000150894,2024-12-02 09:36:51,Recharge,Food,144,SUCCESS,18-25,36-45,Gujarat,SBI,PNB,Android,5G,0,9,Monday,0
TXN0000096520,2024-09-27 17:41:31,Recharge,Transport,44,SUCCESS,18-25,26-35,Delhi,ICICI,SBI,Android,4G,0,17,Friday,0
TXN0000084357,2024-01-28 18:51:09,P2M,Transport,77,SUCCESS,18-25,26-35,Andhra Pradesh,ICICI,SBI,Android,5G,0,18,Sunday,1
TXN0000186967,2024-01-01 20:30:53,P2M,Education,3836,SUCCESS,26-35,26-35,Tamil Nadu,HDFC,IndusInd,Android,4G,0,20,Monday,0
TXN0000156982,2024-03-25 13:43:23,P2M,Grocery,253,SUCCESS,36-45,26-35,Delhi,Axis,PNB,Android,4G,0,13,Monday,0
TXN0000075055,2024-09-21 15:00:19,P2M,Fuel,588,SUCCESS,36-45,26-35,Maharashtra,Yes Bank,HDFC,Web,5G,0,15,Saturday,1
TXN0000207793,2024-01-27 09:48:47,P2P,Transport,430,FAILED,18-25,26-35,Rajasthan,Kotak,Axis,Web,4G,0,9,Saturday,1
TXN0000063363,2024-11-19 23:19:01,P2M,Transport,93,FAILED,18-25,18-25,Delhi,Axis,SBI,Android,WiFi,0,23,Tuesday,0
TXN0000245749,2024-10-15 12:18:04,Bill Payment,Grocery,170,SUCCESS,36-45,46-55,Rajasthan,Yes Bank,SBI,Android,5G,0,12,Tuesday,0
TXN0000219509,2024-12-26 21:47:05,P2P,Transport,581,SUCCESS,36-45,18-25,Rajasthan,Yes Bank,SBI,Android,4G,0,21,Thursday,0
TXN0000134258,2024-10-08 20:18:09,P2P,Grocery,2362,SUCCESS,46-55,26-35,Maharashtra,ICICI,SBI,Android,3G,0,20,Tuesday,0
TXN0000082973,2024-03-22 18:22:55,P2M,Entertainment,311,SUCCESS,36-45,36-45,Rajasthan,Kotak,IndusInd,Web,4G,0,18,Friday,0
TXN0000105915,2024-01-30 19:25:42,P2M,Shopping,5013,SUCCESS,26-35,26-35,Tamil Nadu,SBI,ICICI,Android,4G,0,19,Tuesday,0
TXN0000043336,2024-01-09 16:05:37,P2M,Entertainment,180,SUCCESS,26-35,26-35,Andhra Pradesh,PNB,SBI,Android,5G,0,16,Tuesday,0
TXN0000249685,2024-09-19 11:40:52,P2P,Other,2732,SUCCESS,36-45,18-25,Gujarat,IndusInd,PNB,Android,5G,0,11,Thursday,0
TXN0000075798,2024-06-07 11:35:08,P2M,Food,217,SUCCESS,26-35,18-25,Uttar Pradesh,HDFC,ICICI,Android,4G,0,11,Friday,0
TXN0000174664,2024-10-09 02:57:15,Recharge,Entertainment,741,SUCCESS,26-35,18-25,Andhra Pradesh,Kotak,SBI,Android,4G,0,2,Wednesday,0
TXN0000120216,2024-05-08 18:37:51,P2M,Entertainment,191,SUCCESS,36-45,18-25,Tamil Nadu,HDFC,Axis,Android,4G,0,18,Wednesday,0
TXN0000096007,2024-06-19 21:03:21,P2P,Fuel,519,SUCCESS,56+,36-45,West Bengal,PNB,IndusInd,Web,4G,0,21,Wednesday,0
TXN0000152199,2024-05-18 14:58:32,P2M,Food,1585,SUCCESS,18-25,36-45,Maharashtra,Kotak,ICICI,Android,5G,0,14,Saturday,1
TXN0000102573,2024-05-27 18:36:39,P2P,Entertainment,211,SUCCESS,18-25,26-35,Andhra Pradesh,HDFC,Axis,Android,4G,0,18,Monday,0
TXN0000173826,2024-04-22 07:14:04,P2M,Other,700,SUCCESS,26-35,26-35,Rajasthan,HDFC,SBI,Android,4G,0,7,Monday,0
TXN0000063613,2024-08-11 12:06:44,P2M,Grocery,3830,SUCCESS,46-55,18-25,Andhra Pradesh,ICICI,Axis,Android,WiFi,0,12,Sunday,1
TXN0000016435,2024-10-03 19:39:04,Bill Payment,Healthcare,646,SUCCESS,46-55,18-25,Delhi,Axis,Yes Bank,Android,4G,0,19,Thursday,0
TXN0000235914,2024-07-17 21:06:07,Bill Payment,Fuel,642,SUCCESS,46-55,36-45,Maharashtra,Yes Bank,SBI,iOS,4G,0,21,Wednesday,0
TXN0000191179,2024-05-25 01:24:04,P2P,Grocery,447,SUCCESS,26-35,26-35,Karnataka,ICICI,SBI,Android,4G,0,1,Saturday,1
TXN0000110884,2024-10-04 21:16:16,Bill Payment,Grocery,2392,SUCCESS,18-25,36-45,Telangana,PNB,SBI,Android,WiFi,0,21,Friday,0
TXN0000127956,2024-01-22 07:35:08,P2P,Transport,924,SUCCESS,56+,36-45,Uttar Pradesh,HDFC,Kotak,Android,4G,0,7,Monday,0
TXN0000007553,2024-02-14 10:28:29,P2M,Transport,321,SUCCESS,18-25,26-35,Tamil Nadu,IndusInd,SBI,Android,5G,0,10,Wednesday,0
TXN0000162577,2024-07-23 17:01:45,Bill Payment,Utilities,936,SUCCESS,18-25,36-45,Karnataka,IndusInd,HDFC,Android,5G,0,17,Tuesday,0
TXN0000030427,2024-01-11 19:51:23,P2P,Shopping,17265,SUCCESS,26-35,36-45,Maharashtra,ICICI,Axis,iOS,4G,0,19,Thursday,0
TXN0000044357,2024-07-14 20:25:45,P2P,Other,249,SUCCESS,18-25,26-35,Tamil Nadu,PNB,Axis,Android,4G,0,20,Sunday,1
TXN0000101718,2024-06-04 11:54:41,P2M,Entertainment,192,SUCCESS,26-35,36-45,Gujarat,PNB,Kotak,iOS,4G,0,11,Tuesday,0
TXN0000110256,2024-10-06 21:16:46,P2M,Utilities,2001,SUCCESS,36-45,36-45,Maharashtra,SBI,Yes Bank,Android,4G,0,21,Sunday,1
TXN0000138047,2024-12-25 21:43:09,P2P,Fuel,1595,SUCCESS,26-35,26-35,Rajasthan,SBI,IndusInd,Android,4G,0,21,Wednesday,0
TXN0000120639,2024-05-27 12:39:09,P2P,Healthcare,1284,SUCCESS,18-25,36-45,Tamil Nadu,HDFC,Axis,iOS,5G,0,12,Monday,0
TXN0000167712,2024-10-10 11:36:05,P2P,Shopping,3849,SUCCESS,36-45,46-55,Delhi,IndusInd,IndusInd,Android,4G,0,11,Thursday,0
TXN0000168277,2024-06-03 20:22:40,P2M,Healthcare,158,SUCCESS,18-25,26-35,Gujarat,HDFC,SBI,Android,WiFi,0,20,Monday,0
TXN0000048288,2024-05-10 19:02:30,P2P,Grocery,4564,SUCCESS,26-35,56+,Tamil Nadu,IndusInd,Kotak,Android,5G,0,19,Friday,0
TXN0000104256,2024-09-20 19:17:36,Bill Payment,Utilities,1094,SUCCESS,26-35,26-35,Telangana,HDFC,IndusInd,Android,4G,0,19,Friday,0
TXN0000210476,2024-11-08 19:54:18,Bill Payment,Healthcare,836,SUCCESS,18-25,26-35,Tamil Nadu,IndusInd,PNB,Android,4G,0,19,Friday,0
TXN0000173316,2024-08-05 12:20:44,P2M,Grocery,72,SUCCESS,36-45,26-35,Karnataka,Yes Bank,Axis,Android,4G,0,12,Monday,0
TXN0000063973,2024-06-07 12:38:23,Bill Payment,Shopping,9320,SUCCESS,18-25,36-45,Rajasthan,SBI,SBI,Android,5G,0,12,Friday,0
TXN0000063546,2024-10-14 09:08:21,Bill Payment,Food,159,SUCCESS,36-45,18-25,Gujarat,ICICI,ICICI,iOS,4G,0,9,Monday,0
TXN0000156978,2024-05-22 11:04:24,P2P,Education,1656,SUCCESS,18-25,36-45,West Bengal,HDFC,SBI,iOS,4G,0,11,Wednesday,0
TXN0000215099,2024-05-19 02:25:13,P2M,Fuel,672,SUCCESS,36-45,26-35,Rajasthan,SBI,ICICI,Android,WiFi,0,2,Sunday,1
TXN0000191911,2024-12-15 12:12:51,Bill Payment,Grocery,237,SUCCESS,36-45,18-25,Uttar Pradesh,SBI,ICICI,iOS,WiFi,0,12,Sunday,1
TXN0000215861,2024-04-24 16:40:24,P2P,Utilities,237,SUCCESS,18-25,26-35,Maharashtra,SBI,IndusInd,Android,4G,0,16,Wednesday,0
TXN0000080116,2024-02-18 20:34:37,P2P,Transport,38,SUCCESS,26-35,26-35,Gujarat,Kotak,SBI,iOS,3G,0,20,Sunday,1
TXN0000118980,2024-11-22 18:39:00,P2P,Utilities,2316,SUCCESS,18-25,56+,Uttar Pradesh,HDFC,SBI,Android,5G,0,18,Friday,0
TXN0000188362,2024-03-16 18:55:36,P2P,Food,827,SUCCESS,18-25,18-25,West Bengal,Yes Bank,Kotak,iOS,4G,0,18,Saturday,1
TXN0000018414,2024-02-19 21:49:43,P2P,Shopping,6085,SUCCESS,26-35,46-55,West Bengal,HDFC,SBI,Android,4G,0,21,Monday,0
TXN0000198820,2024-08-13 21:47:14,P2P,Entertainment,364,SUCCESS,26-35,36-45,West Bengal,SBI,Kotak,Android,4G,0,21,Tuesday,0
TXN0000193548,2024-12-18 11:19:10,P2M,Shopping,304,FAILED,36-45,36-45,Tamil Nadu,IndusInd,IndusInd,Android,4G,0,11,Wednesday,0
TXN0000030256,2024-07-03 14:24:59,P2P,Transport,41,SUCCESS,36-45,26-35,Rajasthan,HDFC,HDFC,iOS,WiFi,0,14,Wednesday,0
TXN0000025128,2024-05-01 11:15:06,P2M,Grocery,2341,SUCCESS,26-35,36-45,Gujarat,PNB,HDFC,iOS,4G,0,11,Wednesday,0
TXN0000240085,2024-05-28 20:04:00,P2P,Grocery,465,SUCCESS,36-45,26-35,Telangana,HDFC,SBI,iOS,4G,0,20,Tuesday,0
TXN0000084965,2024-08-26 09:26:00,P2P,Healthcare,499,SUCCESS,26-35,36-45,Delhi,Kotak,HDFC,Android,WiFi,0,9,Monday,0
TXN0000218429,2024-06-14 23:35:27,P2M,Utilities,508,SUCCESS,36-45,26-35,Karnataka,Yes Bank,IndusInd,Android,4G,0,23,Friday,0
TXN0000180389,2024-02-19 09:53:04,P2M,Grocery,119,SUCCESS,46-55,36-45,Uttar Pradesh,SBI,Axis,Android,4G,0,9,Monday,0
TXN0000126152,2024-10-13 12:47:01,P2P,Food,1760,SUCCESS,36-45,18-25,Maharashtra,SBI,SBI,iOS,5G,0,12,Sunday,1
TXN0000034306,2024-04-15 18:39:31,P2P,Fuel,4743,FAILED,36-45,18-25,Telangana,ICICI,HDFC,Web,4G,0,18,Monday,0
TXN0000174564,2024-08-07 12:03:41,P2M,Food,1737,SUCCESS,26-35,26-35,Gujarat,IndusInd,SBI,Android,WiFi,0,12,Wednesday,0
TXN0000048444,2024-10-20 20:48:25,P2P,Fuel,1316,SUCCESS,18-25,46-55,Tamil Nadu,Yes Bank,SBI,Android,4G,0,20,Sunday,1
TXN0000162946,2024-12-04 12:35:19,P2P,Grocery,1033,SUCCESS,26-35,18-25,Maharashtra,Yes Bank,HDFC,iOS,5G,0,12,Wednesday,0
TXN0000234550,2024-11-22 03:17:33,P2P,Fuel,1448,SUCCESS,26-35,56+,Telangana,Kotak,ICICI,iOS,4G,0,3,Friday,0
TXN0000140400,2024-10-12 20:21:38,P2P,Grocery,1029,SUCCESS,18-25,26-35,Tamil Nadu,HDFC,SBI,iOS,5G,0,20,Saturday,1
TXN0000129626,2024-11-20 21:24:44,P2P,Entertainment,301,SUCCESS,18-25,26-35,Uttar Pradesh,ICICI,IndusInd,Android,4G,0,21,Wednesday,0
TXN0000231689,2024-12-04 21:54:02,P2P,Grocery,766,SUCCESS,36-45,46-55,Andhra Pradesh,HDFC,SBI,Android,4G,0,21,Wednesday,0
TXN0000068555,2024-08-21 20:35:43,P2P,Other,757,SUCCESS,46-55,26-35,Telangana,Axis,SBI,Android,WiFi,0,20,Wednesday,0
TXN0000076647,2024-05-25 16:40:23,P2P,Grocery,993,SUCCESS,18-25,26-35,Gujarat,ICICI,Kotak,iOS,5G,0,16,Saturday,1
TXN0000090106,2024-04-13 19:39:52,P2P,Other,725,FAILED,26-35,26-35,West Bengal,ICICI,SBI,Android,WiFi,0,19,Saturday,1
