session_id,user_type_id,label_id,timestamp_start,timestamp_end,vpn,rooted,emulator,ip_risk_score,session_duration,num_events,num_links_clicked,num_qr_scans,num_permission_requests,event_sequence_encoded,event_count_1,event_count_2,event_count_3,event_count_4,event_count_5,event_count_6,event_count_7,event_count_8,event_count_9,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,generator_version,scenario_family,risk_score,split,split_reason
session_v2_002417_418214a9,0,2,2025-11-22T02:49:01.533209,2025-11-22T02:52:50.533209,0,0,0,0.287,229,23,1,2,2,"[1, 21, 3, 21, 8, 1, 19, 12, 21, 2, 14, 21, 7, 4, 21, 12, 2, 11, 15, 14, 17, 12, 18]",2,2,1,1,0,0,1,1,0,0,1,3,0,2,1,0,1,1,1,0,5,v2.0.0,mixed_anomalous,0.557716,train,train_default
session_v2_002418_bd9271fc,1,0,2025-11-01T13:25:16.533957,2025-11-01T13:29:10.533957,1,0,0,0.31,234,15,0,1,0,"[1, 14, 13, 12, 21, 6, 5, 15, 16, 21, 10, 1, 12, 12, 21]",2,0,0,0,1,1,0,0,0,1,0,3,1,1,1,1,0,0,0,0,3,v2.0.0,benign_browse,0.365221,train,train_default
session_v2_002419_2356f1d3,0,0,2026-02-10T20:47:31.534512,2026-02-10T20:50:33.534512,0,0,0,0.154,182,14,3,1,0,"[5, 21, 10, 1, 11, 13, 13, 11, 14, 6, 1, 13, 12, 11]",2,0,0,0,1,1,0,0,0,1,3,1,3,1,0,0,0,0,0,0,1,v2.0.0,benign_browse,0.401243,train,train_default
session_v2_002420_c62f90d2,1,1,2026-01-14T20:25:52.535032,2026-01-14T20:31:25.535032,1,0,0,0.387,333,22,1,2,2,"[3, 21, 8, 2, 14, 21, 7, 1, 14, 21, 6, 4, 17, 13, 17, 13, 21, 9, 1, 11, 21, 6]",2,1,1,1,0,2,1,1,1,0,1,0,2,2,0,0,2,0,0,0,5,v2.0.0,benign_settings,0.444272,train,train_default
session_v2_002421_77b3680a,1,1,2026-01-08T15:59:30.536176,2026-01-08T16:01:54.536176,0,0,0,0.272,144,16,1,2,1,"[3, 12, 12, 21, 2, 16, 19, 14, 20, 12, 13, 2, 11, 15, 14, 17]",0,2,1,0,0,0,0,0,0,0,1,3,1,2,1,1,1,0,1,1,1,v2.0.0,mixed_anomalous,0.441832,train,train_default
session_v2_002422_9fad3a02,0,1,2025-10-10T12:55:53.538108,2025-10-10T12:59:36.538108,0,0,0,0.312,223,16,1,1,0,"[2, 12, 7, 5, 13, 12, 13, 1, 14, 11, 12, 21, 2, 21, 7, 4]",1,2,0,1,1,0,2,0,0,0,1,3,2,1,0,0,0,0,0,0,2,v2.0.0,qr_handoff_soft,0.500647,train,train_default
session_v2_002423_0c321e40,1,0,2025-12-22T11:41:16.538632,2025-12-22T11:47:07.538632,0,0,0,0.258,351,23,1,1,2,"[4, 12, 12, 12, 21, 9, 1, 14, 13, 11, 12, 21, 4, 17, 21, 9, 5, 15, 21, 10, 4, 17, 13]",1,0,0,3,1,0,0,0,2,1,1,4,2,1,1,0,2,0,0,0,4,v2.0.0,benign_media,0.382053,train,train_default
session_v2_002424_00b49a7a,0,0,2025-10-05T15:44:16.539344,2025-10-05T15:48:23.539344,0,0,0,0.104,247,20,0,2,0,"[3, 12, 12, 8, 1, 12, 14, 21, 3, 13, 13, 21, 8, 1, 14, 21, 5, 12, 21, 4]",2,0,2,1,1,0,0,2,0,0,0,4,2,2,0,0,0,0,0,0,4,v2.0.0,benign_chat,0.340008,train,train_default
session_v2_002425_03e51317,3,0,2025-12-26T05:32:58.539969,2025-12-26T05:37:05.539969,0,0,1,0.592,247,16,0,2,2,"[2, 21, 7, 4, 17, 21, 2, 14, 21, 7, 4, 17, 21, 9, 1, 14]",1,2,0,2,0,0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,4,v2.0.0,benign_files,0.284093,train,train_default
session_v2_002426_12288252,2,1,2026-03-26T09:29:39.540429,2026-03-26T09:33:40.540429,1,0,0,0.452,241,20,0,1,3,"[4, 17, 21, 9, 2, 21, 4, 17, 13, 17, 21, 9, 3, 21, 8, 5, 21, 2, 14, 7]",0,2,1,2,1,0,1,1,2,0,0,0,1,1,0,0,3,0,0,0,5,v2.0.0,benign_chat,0.49446,test_ood,ood_time_bucket
session_v2_002427_6064634b,0,0,2025-10-23T19:59:48.541244,2025-10-23T20:02:54.541244,1,0,0,0.322,186,15,0,0,1,"[3, 12, 21, 4, 17, 12, 21, 9, 2, 15, 19, 12, 21, 7, 1]",1,1,1,1,0,0,1,0,1,0,0,3,0,0,1,0,1,0,1,0,3,v2.0.0,benign_browse,0.365446,train,train_default
session_v2_002428_3cfb3bb1,1,1,2026-01-18T17:40:36.541989,2026-01-18T17:43:44.541989,1,0,0,0.538,188,16,0,0,9,"[2, 21, 7, 4, 17, 17, 13, 17, 12, 17, 17, 4, 17, 18, 17, 17]",0,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,8,1,0,0,1,v2.0.0,permission_dense,0.50272,train,train_default
session_v2_002429_c1c4d67b,0,0,2026-01-18T14:36:35.542496,2026-01-18T14:40:40.542496,0,0,0,0.226,245,19,1,1,1,"[3, 12, 21, 12, 1, 14, 11, 12, 13, 13, 21, 4, 18, 21, 1, 13, 21, 6, 3]",2,0,2,1,0,1,0,0,0,0,1,3,3,1,0,0,0,1,0,0,4,v2.0.0,qr_handoff_soft,0.352869,train,train_default
session_v2_002430_96a5aa16,1,0,2026-03-11T16:48:56.543627,2026-03-11T16:52:06.543627,0,0,0,0.2,190,15,4,0,0,"[2, 11, 21, 12, 1, 11, 21, 2, 12, 13, 11, 11, 13, 13, 13]",1,2,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,2,v2.0.0,link_chain_soft,0.412677,test_ood,ood_time_bucket
session_v2_002431_570b221f,1,1,2025-12-31T23:10:57.544185,2025-12-31T23:14:56.544185,1,0,0,0.384,239,21,1,1,4,"[1, 21, 12, 2, 11, 15, 14, 17, 12, 13, 12, 12, 21, 4, 18, 17, 17, 21, 9, 3, 12]",1,1,1,1,0,0,0,0,1,0,1,5,1,1,1,0,3,1,0,0,3,v2.0.0,mixed_anomalous,0.49798,train,train_default
session_v2_002432_0e4ec288,1,0,2026-03-02T17:35:12.544812,2026-03-02T17:38:45.544812,0,0,0,0.353,213,15,0,0,2,"[5, 21, 4, 17, 21, 5, 15, 15, 21, 10, 4, 17, 12, 12, 12]",0,0,0,2,2,0,0,0,0,1,0,3,0,0,2,0,2,0,0,0,3,v2.0.0,benign_media,0.344471,train,train_default
session_v2_002433_370dcd9b,0,1,2026-02-21T22:42:45.545280,2026-02-21T22:45:03.545280,0,0,0,0.271,138,10,1,0,0,"[3, 13, 21, 8, 1, 21, 12, 2, 11, 15]",1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,v2.0.0,mixed_anomalous,0.488762,val,val_random_fill
session_v2_002434_42d309eb,2,2,2026-02-09T19:41:23.545646,2026-02-09T19:42:12.545646,1,0,0,0.496,49,14,2,1,2,"[4, 21, 12, 1, 14, 11, 19, 17, 17, 12, 2, 11, 13, 13]",1,1,0,1,0,0,0,0,0,0,2,2,2,1,0,0,2,0,1,0,1,v2.0.0,archetype_qr_takeover,0.769965,train,train_default
session_v2_002435_37af46a4,3,1,2026-01-30T13:44:34.546107,2026-01-30T13:47:29.546107,0,0,0,0.522,175,15,1,1,0,"[4, 16, 16, 19, 21, 1, 12, 13, 1, 14, 11, 12, 13, 12, 21]",2,0,0,1,0,0,0,0,0,0,1,3,2,1,0,2,0,0,1,0,2,v2.0.0,qr_handoff_soft,0.445205,train,train_default
session_v2_002436_0c7f2239,1,2,2026-02-10T05:54:43.546576,2026-02-10T05:58:22.546576,1,0,0,0.373,219,18,1,0,1,"[1, 11, 6, 4, 12, 12, 21, 12, 1, 13, 12, 19, 20, 21, 12, 17, 21, 2]",2,1,0,1,0,1,0,0,0,0,1,5,1,0,0,0,1,0,1,1,3,v2.0.0,screen_share_contextual,0.532611,train,train_default
session_v2_002437_7501e7b1,2,1,2026-02-04T11:24:05.547174,2026-02-04T11:25:43.547174,1,0,0,0.424,98,11,2,0,1,"[1, 11, 19, 11, 21, 6, 4, 17, 12, 12, 21]",1,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,1,0,1,0,2,v2.0.0,benign_browse,0.459659,train,train_default
session_v2_002438_beb53544,0,0,2026-01-01T14:05:22.547553,2026-01-01T14:12:25.547553,0,0,0,0.255,423,27,1,0,3,"[1, 12, 11, 12, 12, 21, 6, 4, 21, 9, 5, 12, 21, 10, 4, 18, 12, 17, 12, 18, 9, 3, 13, 12, 21, 8, 1]",2,0,1,2,1,1,0,1,2,1,1,7,1,0,0,0,1,2,0,0,4,v2.0.0,benign_settings,0.387215,train,train_default
session_v2_002439_a44a30d7,2,0,2026-01-26T20:13:06.548344,2026-01-26T20:16:51.548344,1,1,0,0.342,225,17,2,0,0,"[3, 21, 8, 1, 11, 21, 6, 4, 21, 12, 1, 11, 21, 2, 21, 12, 2]",2,2,1,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,5,v2.0.0,link_chain_soft,0.36646,val,val_withheld_combo
session_v2_002440_2fccab74,1,0,2025-10-26T01:21:44.548834,2025-10-26T01:29:36.548834,0,0,1,0.447,472,27,3,0,2,"[1, 6, 1, 13, 21, 6, 5, 21, 4, 21, 1, 11, 13, 21, 4, 17, 21, 9, 3, 21, 2, 11, 11, 12, 21, 4, 17]",3,1,1,3,1,2,0,0,1,0,3,1,2,0,0,0,2,0,0,0,7,v2.0.0,benign_settings,0.418424,train,train_default
session_v2_002441_46175420,0,0,2025-11-15T07:16:34.549915,2025-11-15T07:22:11.549915,0,0,0,0.282,337,20,0,0,2,"[5, 21, 4, 21, 1, 21, 3, 13, 12, 12, 12, 12, 21, 2, 21, 7, 4, 18, 18, 9]",1,1,1,2,1,0,1,0,1,0,0,4,1,0,0,0,0,2,0,0,5,v2.0.0,benign_media,0.323913,train,train_default
session_v2_002442_03a684c9,0,0,2026-03-15T04:38:28.550783,2026-03-15T04:45:07.550783,0,0,0,0.255,399,24,0,0,0,"[1, 21, 6, 2, 13, 13, 21, 7, 3, 12, 8, 1, 13, 12, 21, 6, 3, 12, 12, 8, 1, 13, 12, 21]",3,1,2,0,0,2,1,2,0,0,0,5,4,0,0,0,0,0,0,0,4,v2.0.0,benign_media,0.251966,test_ood,ood_time_bucket
session_v2_002443_7e556008,3,0,2025-10-17T09:04:44.551546,2025-10-17T09:05:56.551546,0,0,0,0.412,72,10,1,0,1,"[2, 21, 4, 17, 12, 13, 1, 11, 21, 2]",1,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,v2.0.0,link_chain_soft,0.387115,train,train_default
session_v2_002444_2043073c,1,2,2026-03-08T21:00:33.551871,2026-03-08T21:02:48.551871,0,0,0,0.258,135,19,1,1,2,"[3, 13, 21, 8, 4, 17, 12, 13, 1, 14, 11, 19, 17, 12, 13, 12, 13, 13, 13]",1,0,1,1,0,0,0,1,0,0,1,3,6,1,0,0,2,0,1,0,1,v2.0.0,archetype_qr_takeover,0.554991,test_ood,ood_time_bucket
session_v2_002445_66061580,0,2,2025-10-18T16:37:24.552461,2025-10-18T16:38:53.552461,1,0,0,0.148,89,15,0,0,3,"[1, 21, 4, 16, 21, 2, 12, 4, 17, 17, 17, 16, 12, 13, 13]",1,1,0,2,0,0,0,0,0,0,0,2,2,0,0,2,3,0,0,0,2,v2.0.0,archetype_permission_burst,0.702764,train,train_default
session_v2_002446_fbe73ae5,0,0,2026-03-23T07:50:15.552948,2026-03-23T07:57:11.552948,0,0,0,0.21,416,23,0,0,3,"[2, 12, 21, 4, 18, 21, 9, 2, 21, 3, 12, 13, 13, 21, 8, 4, 18, 13, 18, 21, 2, 21, 4]",0,3,1,3,0,0,0,1,1,0,0,2,3,0,0,0,0,3,0,0,6,v2.0.0,benign_media,0.305659,test_ood,ood_time_bucket
session_v2_002447_8a3d40f6,2,0,2025-10-29T16:57:18.553629,2025-10-29T16:59:52.553629,1,0,0,0.461,154,21,3,1,1,"[2, 13, 11, 21, 3, 21, 8, 4, 17, 21, 9, 1, 21, 12, 1, 14, 11, 12, 11, 12, 21]",2,1,1,1,0,0,0,1,1,0,3,3,1,1,0,0,1,0,0,0,5,v2.0.0,qr_handoff_soft,0.39666,train,train_default
session_v2_002448_84461f48,1,2,2026-02-21T11:15:42.554223,2026-02-21T11:16:44.554223,0,0,0,0.502,62,13,1,0,0,"[3, 21, 2, 15, 21, 4, 13, 1, 11, 21, 21, 12, 1]",2,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,4,v2.0.0,archetype_link_install,0.618448,train,train_default
session_v2_002449_e7ca8d54,3,0,2025-10-21T10:51:02.554625,2025-10-21T10:54:24.554625,0,0,0,0.514,202,20,0,0,1,"[1, 13, 13, 21, 2, 15, 12, 12, 16, 16, 21, 4, 17, 21, 2, 21, 7, 5, 13, 21]",1,2,0,1,1,0,1,0,0,0,0,2,3,0,1,2,1,0,0,0,5,v2.0.0,benign_chat,0.379022,val,val_random_fill
session_v2_002450_dc0e861a,3,1,2026-03-10T23:42:51.555258,2026-03-10T23:46:52.555258,1,0,0,0.594,241,19,1,0,1,"[5, 21, 10, 1, 21, 4, 16, 19, 17, 21, 9, 1, 11, 21, 6, 2, 15, 13, 21]",2,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,5,v2.0.0,benign_settings,0.429446,test_ood,ood_time_bucket
session_v2_002451_c77d9ea9,1,0,2025-10-31T09:12:54.555836,2025-10-31T09:17:36.555836,0,1,0,0.363,282,21,0,0,2,"[2, 21, 5, 12, 12, 21, 2, 12, 12, 19, 21, 4, 17, 12, 13, 12, 17, 12, 21, 9, 2]",0,3,0,1,1,0,0,0,1,0,0,7,1,0,0,0,2,0,1,0,4,v2.0.0,benign_browse,0.346249,train,train_default
session_v2_002452_91ee56ff,0,1,2025-12-03T04:34:25.556478,2025-12-03T04:36:40.556478,0,0,0,0.322,135,10,1,1,1,"[5, 12, 12, 2, 11, 15, 14, 17, 13, 13]",0,1,0,0,1,0,0,0,0,0,1,2,2,1,1,0,1,0,0,0,0,v2.0.0,mixed_anomalous,0.496671,train,train_default
session_v2_002453_b8a75907,2,1,2025-11-07T17:19:37.556803,2025-11-07T17:23:27.556803,1,0,0,0.429,230,21,2,0,1,"[1, 13, 11, 21, 6, 5, 15, 16, 15, 21, 10, 4, 21, 12, 1, 11, 21, 2, 12, 13, 17]",2,1,0,1,1,1,0,0,0,1,2,2,2,0,2,1,1,0,0,0,4,v2.0.0,link_chain_soft,0.498913,val,val_withheld_combo
session_v2_002454_663f9d32,1,1,2025-12-23T00:32:35.558159,2025-12-23T00:36:57.558159,1,0,0,0.4,262,26,2,1,1,"[2, 11, 21, 7, 1, 13, 12, 13, 12, 12, 21, 6, 2, 11, 12, 12, 21, 7, 4, 17, 21, 9, 1, 14, 21, 6]",2,2,0,1,0,2,2,0,1,0,2,5,2,1,0,0,1,0,0,0,5,v2.0.0,benign_files,0.463082,train,train_default
session_v2_002455_15a6b396,1,0,2025-10-31T03:30:07.559120,2025-10-31T03:33:36.559120,1,1,0,0.414,209,21,1,0,3,"[3, 21, 5, 21, 10, 4, 18, 12, 17, 13, 21, 9, 1, 11, 12, 13, 13, 21, 6, 4, 18]",1,0,1,2,1,1,0,0,1,1,1,2,3,0,0,0,1,2,0,0,4,v2.0.0,benign_browse,0.402273,val,val_random_fill
session_v2_002456_65893d86,1,0,2025-11-04T05:43:25.559770,2025-11-04T05:49:57.559770,1,0,0,0.513,392,19,3,0,0,"[3, 12, 21, 1, 11, 13, 12, 21, 6, 2, 15, 15, 11, 21, 7, 3, 21, 1, 11]",2,1,2,0,0,1,1,0,0,0,3,2,1,0,2,0,0,0,0,0,4,v2.0.0,benign_browse,0.422022,train,train_default
session_v2_002457_118f0221,1,2,2025-11-01T12:07:09.560345,2025-11-01T12:11:53.560345,0,0,0,0.247,284,26,0,1,5,"[2, 21, 5, 15, 13, 13, 21, 10, 1, 14, 21, 6, 2, 12, 21, 4, 18, 13, 17, 12, 17, 16, 13, 4, 17, 18]",1,2,0,2,1,1,0,0,0,1,0,2,4,1,1,1,3,2,0,0,4,v2.0.0,permission_dense,0.542977,train,train_default
session_v2_002458_7cc065c4,1,0,2026-03-01T07:35:43.561089,2026-03-01T07:40:59.561089,1,0,0,0.299,316,23,3,2,0,"[1, 12, 12, 21, 6, 2, 11, 11, 13, 13, 12, 21, 5, 21, 1, 11, 14, 13, 21, 6, 2, 15, 14]",2,2,0,0,1,2,0,0,0,0,3,3,3,2,1,0,0,0,0,0,4,v2.0.0,benign_media,0.414467,train,train_default
session_v2_002459_e2b9522d,3,1,2025-12-05T03:30:30.561794,2025-12-05T03:32:12.561794,0,0,1,0.455,102,14,4,3,0,"[2, 14, 11, 14, 11, 13, 1, 14, 11, 19, 20, 19, 15, 11]",1,1,0,0,0,0,0,0,0,0,4,0,1,3,1,0,0,0,2,1,0,v2.0.0,qr_handoff_soft,0.520678,val,val_random_fill
session_v2_002460_38a9d3a3,1,0,2026-02-16T07:54:18.566380,2026-02-16T07:57:11.566380,0,0,0,0.327,173,14,0,0,1,"[1, 12, 21, 5, 12, 21, 4, 18, 21, 9, 1, 21, 6, 3]",2,0,1,1,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,4,v2.0.0,benign_browse,0.219413,train,train_default
session_v2_002461_01d65e1b,0,1,2025-10-07T18:44:13.567039,2025-10-07T18:50:08.567039,0,0,0,0.249,355,28,3,2,0,"[2, 12, 21, 7, 1, 21, 6, 5, 12, 13, 1, 14, 11, 12, 13, 21, 2, 14, 15, 11, 12, 11, 21, 4, 12, 21, 9, 1]",3,2,0,1,1,1,1,0,1,0,3,5,2,2,1,0,0,0,0,0,5,v2.0.0,qr_handoff_soft,0.510168,train,train_default
session_v2_002462_2cd47808,3,2,2026-03-24T05:16:57.567883,2026-03-24T05:18:43.567883,0,1,0,0.529,106,15,3,1,1,"[2, 12, 11, 11, 21, 13, 1, 14, 11, 19, 20, 12, 4, 17, 16]",1,1,0,1,0,0,0,0,0,0,3,2,1,1,0,1,1,0,1,1,1,v2.0.0,qr_handoff_soft,0.557064,test_ood,ood_time_bucket
session_v2_002463_64141ac2,2,0,2025-11-19T10:16:32.568344,2025-11-19T10:20:39.568344,0,0,0,0.366,247,17,2,1,0,"[2, 12, 13, 21, 7, 1, 12, 13, 12, 13, 13, 11, 11, 14, 21, 6, 4]",1,1,0,1,0,1,1,0,0,0,2,3,4,1,0,0,0,0,0,0,2,v2.0.0,benign_chat,0.304492,train,train_default
session_v2_002464_9bc6851f,0,1,2026-01-03T08:40:41.568896,2026-01-03T08:45:51.568896,0,1,0,0.39,310,22,2,1,1,"[5, 13, 21, 10, 1, 14, 21, 4, 12, 21, 9, 2, 11, 16, 21, 7, 4, 18, 21, 1, 11, 12]",2,1,0,2,1,0,1,0,1,1,2,2,1,1,0,1,0,1,0,0,5,v2.0.0,benign_browse,0.448571,train,train_default
session_v2_002465_9962de92,3,2,2026-02-25T12:08:28.569542,2026-02-25T12:10:48.569542,0,1,0,0.436,140,22,4,5,0,"[2, 15, 15, 19, 14, 14, 21, 4, 21, 2, 14, 11, 13, 13, 1, 14, 11, 21, 12, 14, 11, 11]",1,2,0,1,0,0,0,0,0,0,4,1,2,5,2,0,0,0,1,0,3,v2.0.0,qr_handoff_soft,0.633694,train,train_default
session_v2_002466_34db2612,0,0,2025-11-12T01:16:44.570209,2025-11-12T01:24:02.570209,0,0,0,0.165,438,22,0,1,2,"[1, 12, 21, 3, 21, 4, 18, 13, 19, 12, 13, 12, 17, 12, 21, 9, 2, 14, 13, 12, 13, 13]",1,1,1,1,0,0,0,0,1,0,0,5,5,1,0,0,1,1,1,0,3,v2.0.0,benign_chat,0.385238,train,train_default
session_v2_002467_a438ca5b,2,0,2025-12-15T04:53:00.570884,2025-12-15T05:00:28.570884,1,0,0,0.405,448,25,2,2,0,"[2, 19, 13, 13, 13, 13, 11, 20, 13, 15, 12, 14, 21, 7, 3, 21, 2, 21, 7, 5, 21, 2, 11, 14, 21]",0,3,1,0,1,0,2,0,0,0,2,1,5,2,1,0,0,0,1,1,5,v2.0.0,benign_chat,0.407115,train,train_default
session_v2_002468_8807c1b6,1,0,2026-03-04T05:43:54.571660,2026-03-04T05:47:00.571660,0,0,0,0.373,186,18,4,0,1,"[1, 6, 2, 11, 12, 11, 11, 19, 21, 7, 4, 12, 1, 11, 21, 2, 12, 17]",2,2,0,1,0,1,1,0,0,0,4,3,0,0,0,0,1,0,1,0,2,v2.0.0,link_chain_soft,0.410453,train,train_default
session_v2_002469_2eff5919,1,0,2026-01-31T08:35:41.572194,2026-01-31T08:38:02.572194,0,0,0,0.298,141,11,0,0,1,"[3, 21, 2, 12, 21, 7, 4, 18, 21, 9, 3]",0,1,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,v2.0.0,benign_browse,0.330125,train,train_default
session_v2_002470_059f8608,1,0,2026-01-19T23:05:37.572532,2026-01-19T23:11:06.572532,0,1,0,0.284,329,22,2,1,0,"[3, 13, 21, 5, 21, 1, 6, 4, 12, 21, 9, 2, 11, 11, 14, 13, 13, 12, 12, 13, 21, 3]",1,1,2,1,1,1,0,0,1,0,2,3,4,1,0,0,0,0,0,0,4,v2.0.0,benign_chat,0.313052,train,train_default
session_v2_002471_edf98547,0,1,2025-12-28T03:13:50.580172,2025-12-28T03:16:06.580172,1,0,0,0.322,136,11,1,0,1,"[4, 19, 13, 21, 1, 11, 21, 6, 4, 18, 9]",1,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,v2.0.0,benign_chat,0.512711,train,train_default
session_v2_002472_359dc2ff,1,0,2026-03-04T10:06:00.580573,2026-03-04T10:11:00.580573,1,0,0,0.52,300,24,1,0,0,"[3, 21, 2, 11, 12, 21, 12, 13, 1, 13, 12, 19, 20, 21, 12, 1, 13, 6, 4, 12, 13, 13, 13, 21]",2,1,1,1,0,1,0,0,0,0,1,5,6,0,0,0,0,0,1,1,4,v2.0.0,screen_share_contextual,0.402821,train,train_default
session_v2_002473_874306ba,1,0,2025-12-04T23:04:51.584746,2025-12-04T23:09:30.584746,0,0,1,0.425,279,19,0,3,1,"[1, 13, 21, 6, 4, 17, 21, 9, 2, 15, 21, 7, 3, 21, 2, 14, 14, 12, 14]",1,2,1,1,0,1,1,0,1,0,0,1,1,3,1,0,1,0,0,0,4,v2.0.0,benign_chat,0.416777,train,train_default
session_v2_002474_52071bc8,0,0,2025-12-30T04:33:30.586706,2025-12-30T04:39:05.586706,0,0,0,0.105,335,21,1,1,0,"[5, 12, 13, 12, 13, 21, 10, 1, 11, 21, 6, 5, 10, 3, 21, 8, 1, 14, 12, 21, 6]",2,0,1,0,2,2,0,1,0,2,1,3,2,1,0,0,0,0,0,0,4,v2.0.0,benign_browse,0.26447,train,train_default
session_v2_002475_c7f3bd9d,3,2,2026-01-27T08:45:58.589806,2026-01-27T08:47:19.589806,0,0,1,0.365,81,16,1,2,1,"[3, 21, 8, 2, 12, 13, 1, 14, 11, 19, 17, 21, 2, 13, 1, 14]",2,2,1,0,0,0,0,1,0,0,1,1,2,2,0,0,1,0,1,0,2,v2.0.0,archetype_qr_takeover,0.680591,train,train_default
session_v2_002476_57758081,1,1,2025-12-12T15:28:33.591005,2025-12-12T15:31:13.591005,1,0,1,0.58,160,16,0,0,4,"[1, 13, 13, 21, 6, 4, 9, 1, 21, 12, 4, 17, 18, 17, 17, 13]",2,0,0,2,0,1,0,0,1,0,0,1,3,0,0,0,3,1,0,0,2,v2.0.0,permission_dense,0.447519,train,train_default
session_v2_002477_ba1648f5,1,2,2026-01-18T23:12:47.591586,2026-01-18T23:16:54.591586,1,0,1,0.297,247,23,2,1,1,"[1, 13, 11, 11, 13, 12, 14, 12, 21, 6, 5, 21, 10, 4, 17, 13, 21, 12, 13, 1, 13, 12, 19]",2,0,0,1,1,1,0,0,0,1,2,4,5,1,0,0,1,0,1,0,3,v2.0.0,screen_share_contextual,0.539065,train,train_default
session_v2_002478_44dc8b1d,3,1,2025-11-23T21:20:40.593077,2025-11-23T21:23:40.593077,0,0,0,0.433,180,23,2,2,2,"[1, 21, 6, 4, 17, 21, 2, 14, 12, 12, 13, 11, 13, 21, 4, 17, 12, 13, 1, 14, 11, 13, 19]",2,1,0,2,0,1,0,0,0,0,2,3,4,2,0,0,2,0,1,0,3,v2.0.0,qr_handoff_soft,0.484088,val,val_random_fill
session_v2_002479_9d51771d,2,1,2026-03-27T15:46:44.596591,2026-03-27T15:50:59.596591,0,0,0,0.322,255,15,0,1,1,"[4, 19, 20, 21, 2, 14, 21, 7, 1, 6, 3, 21, 8, 4, 17]",1,1,1,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,3,v2.0.0,benign_media,0.461322,test_ood,ood_time_bucket
session_v2_002480_ee442ae5,1,2,2026-01-19T07:42:37.598660,2026-01-19T07:47:38.598660,0,0,0,0.322,301,20,1,0,4,"[1, 13, 12, 13, 21, 2, 19, 16, 11, 21, 3, 21, 8, 4, 13, 4, 17, 18, 17, 17]",1,1,1,2,0,0,0,1,0,0,1,1,3,0,0,1,3,1,1,0,3,v2.0.0,permission_dense,0.554003,train,train_default
session_v2_002481_52dd3e0b,1,0,2026-01-26T18:16:30.601040,2026-01-26T18:21:38.601040,0,0,0,0.471,308,17,0,1,2,"[3, 21, 4, 16, 21, 3, 21, 8, 1, 14, 21, 4, 18, 18, 12, 21, 9]",1,0,2,2,0,0,0,1,1,0,0,1,0,1,0,1,0,2,0,0,5,v2.0.0,benign_browse,0.357486,train,train_default
session_v2_002482_332d3699,2,2,2025-12-23T01:18:23.602834,2025-12-23T01:19:17.602834,0,0,1,0.387,54,15,0,1,4,"[3, 4, 19, 17, 17, 12, 12, 4, 17, 17, 13, 21, 2, 15, 14]",0,1,1,2,0,0,0,0,0,0,0,2,1,1,1,0,4,0,1,0,1,v2.0.0,archetype_screen_share_abuse,0.749865,val,val_random_fill
session_v2_002483_d997e117,2,0,2026-02-18T06:54:08.603376,2026-02-18T06:58:17.603376,1,0,0,0.586,249,22,2,1,1,"[1, 21, 6, 4, 17, 21, 9, 1, 11, 21, 6, 4, 13, 21, 5, 15, 12, 21, 1, 14, 11, 21]",3,0,0,2,1,2,0,0,1,0,2,1,1,1,1,0,1,0,0,0,6,v2.0.0,benign_files,0.370023,train,train_default
session_v2_002484_0b7b655a,1,1,2025-10-09T05:13:46.604816,2025-10-09T05:20:55.604816,1,0,0,0.628,429,26,1,1,1,"[2, 11, 19, 13, 7, 2, 13, 13, 13, 21, 4, 17, 21, 9, 1, 20, 13, 13, 12, 12, 12, 13, 12, 12, 12, 14]",1,2,0,1,0,0,1,0,1,0,1,6,7,1,0,0,1,0,1,1,2,v2.0.0,benign_chat,0.439912,train,train_default
session_v2_002485_b1ff13fd,0,1,2025-12-06T23:32:23.605944,2025-12-06T23:35:12.605944,0,0,0,0.17,169,15,1,1,1,"[3, 12, 21, 1, 14, 11, 13, 5, 12, 10, 1, 21, 4, 17, 21]",2,0,1,1,1,0,0,0,0,1,1,2,1,1,0,0,1,0,0,0,3,v2.0.0,qr_handoff_soft,0.510498,train,train_default
