session_id,user_type,timestamp_start,timestamp_end,event_sequence,event_timestamps,device_state,behavioral_features,label,generator_version,scenario_family,risk_score,split,split_reason
session_v2_004823_4f70acb7,average_user,2025-11-03T20:50:58.095918,2025-11-03T20:54:04.095918,"[""open_app:Browser"", ""type_text"", ""switch_app"", ""open_app:YouTube"", ""switch_app"", ""close_app:YouTube"", ""open_app:Browser"", ""switch_app"", ""close_app:Browser"", ""open_app:WhatsApp"", ""scroll"", ""type_text"", ""open_app:WhatsApp"", ""type_text"", ""scroll"", ""start_screen_share"", ""stop_screen_share"", ""type_text"", ""click_link"", ""scroll""]","[""2025-11-03T20:50:58.095918"", ""2025-11-03T20:51:01.095918"", ""2025-11-03T20:51:11.095918"", ""2025-11-03T20:51:35.095918"", ""2025-11-03T20:51:40.095918"", ""2025-11-03T20:51:48.095918"", ""2025-11-03T20:51:54.095918"", ""2025-11-03T20:52:03.095918"", ""2025-11-03T20:52:17.095918"", ""2025-11-03T20:52:18.095918"", ""2025-11-03T20:52:21.095918"", ""2025-11-03T20:52:34.095918"", ""2025-11-03T20:52:38.095918"", ""2025-11-03T20:53:04.095918"", ""2025-11-03T20:53:08.095918"", ""2025-11-03T20:53:28.095918"", ""2025-11-03T20:53:51.095918"", ""2025-11-03T20:53:54.095918"", ""2025-11-03T20:53:57.095918"", ""2025-11-03T20:54:04.095918""]","{""vpn"": 1, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.459}","{""session_duration"": 186, ""num_events"": 20, ""num_links_clicked"": 1, ""num_qr_scans"": 0, ""num_permission_requests"": 0}",normal,v2.0.0,screen_share_contextual,0.417721,train,train_default
session_v2_004824_fc3371a8,cautious_user,2025-12-03T11:08:26.096536,2025-12-03T11:16:38.096536,"[""open_app:FileManager"", ""switch_app"", ""close_app:FileManager"", ""open_app:Browser"", ""click_link"", ""type_text"", ""switch_app"", ""open_app:YouTube"", ""switch_app"", ""open_app:Settings"", ""switch_app"", ""close_app:Settings"", ""open_app:WhatsApp"", ""switch_app"", ""open_app:FileManager"", ""download_file"", ""close_app:FileManager"", ""open_app:WhatsApp"", ""scroll"", ""switch_app"", ""open_app:YouTube"", ""switch_app""]","[""2025-12-03T11:08:26.096536"", ""2025-12-03T11:08:41.096536"", ""2025-12-03T11:08:52.096536"", ""2025-12-03T11:08:55.096536"", ""2025-12-03T11:08:58.096536"", ""2025-12-03T11:09:24.096536"", ""2025-12-03T11:09:57.096536"", ""2025-12-03T11:10:26.096536"", ""2025-12-03T11:11:16.096536"", ""2025-12-03T11:11:30.096536"", ""2025-12-03T11:12:01.096536"", ""2025-12-03T11:12:50.096536"", ""2025-12-03T11:13:16.096536"", ""2025-12-03T11:13:30.096536"", ""2025-12-03T11:13:57.096536"", ""2025-12-03T11:14:19.096536"", ""2025-12-03T11:14:23.096536"", ""2025-12-03T11:14:34.096536"", ""2025-12-03T11:15:17.096536"", ""2025-12-03T11:15:25.096536"", ""2025-12-03T11:16:25.096536"", ""2025-12-03T11:16:38.096536""]","{""vpn"": 1, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.128}","{""session_duration"": 492, ""num_events"": 22, ""num_links_clicked"": 1, ""num_qr_scans"": 0, ""num_permission_requests"": 0}",suspicious,v2.0.0,benign_settings,0.463727,train,train_default
session_v2_004825_6698b934,average_user,2026-02-01T22:24:37.097977,2026-02-01T22:28:29.097977,"[""open_app:YouTube"", ""scroll"", ""switch_app"", ""close_app:YouTube"", ""open_app:FileManager"", ""switch_app"", ""close_app:FileManager"", ""open_app:WhatsApp"", ""click_link"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:FileManager"", ""scroll"", ""switch_app""]","[""2026-02-01T22:24:37.097977"", ""2026-02-01T22:24:42.097977"", ""2026-02-01T22:24:54.097977"", ""2026-02-01T22:24:59.097977"", ""2026-02-01T22:25:11.097977"", ""2026-02-01T22:25:24.097977"", ""2026-02-01T22:25:30.097977"", ""2026-02-01T22:25:37.097977"", ""2026-02-01T22:26:00.097977"", ""2026-02-01T22:26:39.097977"", ""2026-02-01T22:27:39.097977"", ""2026-02-01T22:27:46.097977"", ""2026-02-01T22:28:26.097977"", ""2026-02-01T22:28:29.097977""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 1, ""ip_risk_score"": 0.152}","{""session_duration"": 232, ""num_events"": 14, ""num_links_clicked"": 1, ""num_qr_scans"": 0, ""num_permission_requests"": 0}",normal,v2.0.0,benign_chat,0.313945,train,train_default
session_v2_004826_7f092bfe,average_user,2025-12-11T15:33:28.098875,2025-12-11T15:36:12.098875,"[""open_app:WhatsApp"", ""scan_qr"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:Browser"", ""scan_qr"", ""switch_app"", ""open_app:FileManager"", ""scroll"", ""open_app:Browser"", ""click_link"", ""download_file"", ""scan_qr"", ""grant_permission"", ""start_screen_share"", ""stop_screen_share"", ""switch_app"", ""switch_app""]","[""2025-12-11T15:33:28.098875"", ""2025-12-11T15:33:37.098875"", ""2025-12-11T15:33:39.098875"", ""2025-12-11T15:33:52.098875"", ""2025-12-11T15:34:26.098875"", ""2025-12-11T15:34:32.098875"", ""2025-12-11T15:34:36.098875"", ""2025-12-11T15:34:58.098875"", ""2025-12-11T15:35:00.098875"", ""2025-12-11T15:35:06.098875"", ""2025-12-11T15:35:13.098875"", ""2025-12-11T15:35:33.098875"", ""2025-12-11T15:35:42.098875"", ""2025-12-11T15:35:44.098875"", ""2025-12-11T15:35:47.098875"", ""2025-12-11T15:35:49.098875"", ""2025-12-11T15:35:54.098875"", ""2025-12-11T15:36:12.098875""]","{""vpn"": 1, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.508}","{""session_duration"": 164, ""num_events"": 18, ""num_links_clicked"": 1, ""num_qr_scans"": 3, ""num_permission_requests"": 1}",malicious,v2.0.0,mixed_anomalous,0.569816,test_ood,ood_withheld_variant
session_v2_004827_24a253d1,risky_user,2025-11-22T09:34:42.099778,2025-11-22T09:36:10.099778,"[""open_app:YouTube"", ""switch_app"", ""close_app:YouTube"", ""open_app:Settings"", ""grant_permission"", ""install_app"", ""type_text"", ""open_app:WhatsApp"", ""scan_qr"", ""click_link"", ""start_screen_share"", ""grant_permission"", ""grant_permission"", ""scroll"", ""type_text""]","[""2025-11-22T09:34:42.099778"", ""2025-11-22T09:35:00.099778"", ""2025-11-22T09:35:03.099778"", ""2025-11-22T09:35:06.099778"", ""2025-11-22T09:35:14.099778"", ""2025-11-22T09:35:31.099778"", ""2025-11-22T09:35:39.099778"", ""2025-11-22T09:35:41.099778"", ""2025-11-22T09:35:47.099778"", ""2025-11-22T09:35:52.099778"", ""2025-11-22T09:35:57.099778"", ""2025-11-22T09:35:58.099778"", ""2025-11-22T09:36:00.099778"", ""2025-11-22T09:36:06.099778"", ""2025-11-22T09:36:10.099778""]","{""vpn"": 0, ""rooted"": 1, ""emulator"": 0, ""ip_risk_score"": 0.462}","{""session_duration"": 88, ""num_events"": 15, ""num_links_clicked"": 1, ""num_qr_scans"": 1, ""num_permission_requests"": 3}",malicious,v2.0.0,archetype_qr_takeover,0.687127,train,train_default
session_v2_004828_7afc7ff5,risky_user,2026-02-20T23:36:28.100484,2026-02-20T23:40:37.100484,"[""open_app:WhatsApp"", ""click_link"", ""scroll"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:Browser"", ""download_file"", ""switch_app"", ""close_app:Browser"", ""open_app:Settings"", ""deny_permission"", ""scroll"", ""scroll"", ""close_app:Settings"", ""open_app:WhatsApp"", ""type_text"", ""scroll"", ""scan_qr"", ""type_text"", ""scroll"", ""switch_app"", ""close_app:WhatsApp""]","[""2026-02-20T23:36:28.100484"", ""2026-02-20T23:36:31.100484"", ""2026-02-20T23:36:42.100484"", ""2026-02-20T23:36:47.100484"", ""2026-02-20T23:37:28.100484"", ""2026-02-20T23:37:48.100484"", ""2026-02-20T23:37:54.100484"", ""2026-02-20T23:37:58.100484"", ""2026-02-20T23:38:11.100484"", ""2026-02-20T23:38:23.100484"", ""2026-02-20T23:38:32.100484"", ""2026-02-20T23:38:45.100484"", ""2026-02-20T23:38:49.100484"", ""2026-02-20T23:38:55.100484"", ""2026-02-20T23:39:07.100484"", ""2026-02-20T23:39:12.100484"", ""2026-02-20T23:39:30.100484"", ""2026-02-20T23:39:42.100484"", ""2026-02-20T23:40:03.100484"", ""2026-02-20T23:40:26.100484"", ""2026-02-20T23:40:35.100484"", ""2026-02-20T23:40:37.100484""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.204}","{""session_duration"": 249, ""num_events"": 22, ""num_links_clicked"": 1, ""num_qr_scans"": 1, ""num_permission_requests"": 1}",normal,v2.0.0,benign_media,0.32245,val,val_random_fill
session_v2_004829_30c1efca,risky_user,2025-12-18T04:01:55.101156,2025-12-18T04:04:12.101156,"[""open_app:Settings"", ""switch_app"", ""open_app:Browser"", ""click_link"", ""click_link"", ""start_screen_share"", ""scroll"", ""open_app:Settings"", ""grant_permission"", ""deny_permission"", ""grant_permission"", ""grant_permission"", ""switch_app"", ""scroll"", ""switch_app"", ""open_app:Settings""]","[""2025-12-18T04:01:55.101156"", ""2025-12-18T04:01:58.101156"", ""2025-12-18T04:02:02.101156"", ""2025-12-18T04:02:30.101156"", ""2025-12-18T04:02:40.101156"", ""2025-12-18T04:02:48.101156"", ""2025-12-18T04:02:54.101156"", ""2025-12-18T04:03:04.101156"", ""2025-12-18T04:03:13.101156"", ""2025-12-18T04:03:16.101156"", ""2025-12-18T04:03:25.101156"", ""2025-12-18T04:03:41.101156"", ""2025-12-18T04:03:48.101156"", ""2025-12-18T04:03:55.101156"", ""2025-12-18T04:04:05.101156"", ""2025-12-18T04:04:12.101156""]","{""vpn"": 0, ""rooted"": 1, ""emulator"": 1, ""ip_risk_score"": 0.508}","{""session_duration"": 137, ""num_events"": 16, ""num_links_clicked"": 2, ""num_qr_scans"": 0, ""num_permission_requests"": 4}",normal,v2.0.0,permission_dense,0.390454,train,train_default
session_v2_004830_6cf2eb6b,cautious_user,2026-03-03T10:38:42.102044,2026-03-03T10:42:04.102044,"[""open_app:Browser"", ""type_text"", ""download_file"", ""type_text"", ""install_app"", ""click_link"", ""scroll"", ""scroll"", ""open_app:WhatsApp"", ""click_link"", ""switch_app"", ""open_app:Browser"", ""type_text"", ""switch_app"", ""open_app:YouTube"", ""close_app:YouTube"", ""open_app:FileManager"", ""scroll""]","[""2026-03-03T10:38:42.102044"", ""2026-03-03T10:38:44.102044"", ""2026-03-03T10:38:52.102044"", ""2026-03-03T10:39:23.102044"", ""2026-03-03T10:39:42.102044"", ""2026-03-03T10:39:43.102044"", ""2026-03-03T10:39:57.102044"", ""2026-03-03T10:40:04.102044"", ""2026-03-03T10:40:24.102044"", ""2026-03-03T10:40:38.102044"", ""2026-03-03T10:40:41.102044"", ""2026-03-03T10:40:51.102044"", ""2026-03-03T10:41:11.102044"", ""2026-03-03T10:41:23.102044"", ""2026-03-03T10:41:27.102044"", ""2026-03-03T10:41:53.102044"", ""2026-03-03T10:42:02.102044"", ""2026-03-03T10:42:04.102044""]","{""vpn"": 1, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.385}","{""session_duration"": 202, ""num_events"": 18, ""num_links_clicked"": 2, ""num_qr_scans"": 0, ""num_permission_requests"": 0}",suspicious,v2.0.0,link_chain_soft,0.484904,train,train_default
session_v2_004831_1fe46ce6,average_user,2026-03-12T22:20:16.102982,2026-03-12T22:24:38.102982,"[""open_app:Browser"", ""click_link"", ""close_app:Browser"", ""open_app:WhatsApp"", ""scan_qr"", ""type_text"", ""scroll"", ""type_text"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:Browser"", ""click_link"", ""scroll"", ""type_text"", ""scroll"", ""close_app:Browser"", ""open_app:Browser"", ""start_screen_share"", ""scroll"", ""click_link"", ""switch_app"", ""close_app:Browser"", ""open_app:Settings""]","[""2026-03-12T22:20:16.102982"", ""2026-03-12T22:20:39.102982"", ""2026-03-12T22:20:57.102982"", ""2026-03-12T22:21:05.102982"", ""2026-03-12T22:21:08.102982"", ""2026-03-12T22:21:13.102982"", ""2026-03-12T22:21:50.102982"", ""2026-03-12T22:22:09.102982"", ""2026-03-12T22:22:19.102982"", ""2026-03-12T22:22:26.102982"", ""2026-03-12T22:22:38.102982"", ""2026-03-12T22:22:48.102982"", ""2026-03-12T22:22:51.102982"", ""2026-03-12T22:23:01.102982"", ""2026-03-12T22:23:17.102982"", ""2026-03-12T22:23:21.102982"", ""2026-03-12T22:23:25.102982"", ""2026-03-12T22:23:27.102982"", ""2026-03-12T22:24:11.102982"", ""2026-03-12T22:24:19.102982"", ""2026-03-12T22:24:24.102982"", ""2026-03-12T22:24:34.102982"", ""2026-03-12T22:24:38.102982""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.354}","{""session_duration"": 262, ""num_events"": 23, ""num_links_clicked"": 3, ""num_qr_scans"": 1, ""num_permission_requests"": 0}",normal,v2.0.0,benign_browse,0.396692,test_ood,ood_time_bucket
session_v2_004832_a79cf76b,average_user,2026-02-20T16:47:47.104534,2026-02-20T16:49:30.104534,"[""open_app:FileManager"", ""scroll"", ""switch_app"", ""close_app:FileManager"", ""open_app:YouTube"", ""scroll"", ""open_app:WhatsApp"", ""type_text"", ""scroll""]","[""2026-02-20T16:47:47.104534"", ""2026-02-20T16:47:55.104534"", ""2026-02-20T16:48:00.104534"", ""2026-02-20T16:48:12.104534"", ""2026-02-20T16:48:21.104534"", ""2026-02-20T16:48:33.104534"", ""2026-02-20T16:48:48.104534"", ""2026-02-20T16:48:52.104534"", ""2026-02-20T16:49:30.104534""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.383}","{""session_duration"": 103, ""num_events"": 9, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 0}",normal,v2.0.0,screen_share_contextual,0.359377,train,train_default
session_v2_004833_ca88abee,risky_user,2025-11-26T04:58:42.104858,2025-11-26T05:00:51.104858,"[""open_app:WhatsApp"", ""switch_app"", ""open_app:Settings"", ""grant_permission"", ""type_text"", ""scroll"", ""switch_app"", ""close_app:Settings"", ""open_app:FileManager"", ""switch_app"", ""close_app:FileManager""]","[""2025-11-26T04:58:42.104858"", ""2025-11-26T04:58:45.104858"", ""2025-11-26T04:58:51.104858"", ""2025-11-26T04:59:03.104858"", ""2025-11-26T04:59:23.104858"", ""2025-11-26T04:59:36.104858"", ""2025-11-26T04:59:58.104858"", ""2025-11-26T05:00:06.104858"", ""2025-11-26T05:00:10.104858"", ""2025-11-26T05:00:27.104858"", ""2025-11-26T05:00:51.104858""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.309}","{""session_duration"": 129, ""num_events"": 11, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 1}",normal,v2.0.0,benign_browse,0.232832,train,train_default
session_v2_004834_4409b8e4,average_user,2025-11-20T22:32:52.105223,2025-11-20T22:35:05.105223,"[""open_app:Settings"", ""switch_app"", ""close_app:Settings"", ""open_app:Browser"", ""switch_app"", ""scroll"", ""type_text"", ""open_app:WhatsApp"", ""scan_qr"", ""click_link"", ""start_screen_share"", ""grant_permission"", ""grant_permission""]","[""2025-11-20T22:32:52.105223"", ""2025-11-20T22:33:17.105223"", ""2025-11-20T22:33:19.105223"", ""2025-11-20T22:33:49.105223"", ""2025-11-20T22:34:08.105223"", ""2025-11-20T22:34:20.105223"", ""2025-11-20T22:34:29.105223"", ""2025-11-20T22:34:34.105223"", ""2025-11-20T22:34:41.105223"", ""2025-11-20T22:34:43.105223"", ""2025-11-20T22:34:54.105223"", ""2025-11-20T22:35:03.105223"", ""2025-11-20T22:35:05.105223""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.439}","{""session_duration"": 133, ""num_events"": 13, ""num_links_clicked"": 1, ""num_qr_scans"": 1, ""num_permission_requests"": 2}",malicious,v2.0.0,archetype_qr_takeover,0.592556,train,train_default
session_v2_004835_5e2f6e6f,average_user,2026-02-07T14:38:40.106149,2026-02-07T14:45:53.106149,"[""open_app:FileManager"", ""type_text"", ""download_file"", ""scroll"", ""scroll"", ""scroll"", ""switch_app"", ""open_app:Browser"", ""start_screen_share"", ""switch_app"", ""open_app:Settings"", ""grant_permission"", ""switch_app"", ""close_app:Settings"", ""open_app:WhatsApp"", ""click_link"", ""scroll"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:Settings"", ""grant_permission"", ""switch_app"", ""open_app:WhatsApp"", ""scroll"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:Browser""]","[""2026-02-07T14:38:40.106149"", ""2026-02-07T14:38:54.106149"", ""2026-02-07T14:39:11.106149"", ""2026-02-07T14:39:31.106149"", ""2026-02-07T14:39:40.106149"", ""2026-02-07T14:39:52.106149"", ""2026-02-07T14:40:09.106149"", ""2026-02-07T14:40:21.106149"", ""2026-02-07T14:40:44.106149"", ""2026-02-07T14:41:11.106149"", ""2026-02-07T14:41:19.106149"", ""2026-02-07T14:41:27.106149"", ""2026-02-07T14:41:35.106149"", ""2026-02-07T14:41:52.106149"", ""2026-02-07T14:42:20.106149"", ""2026-02-07T14:42:28.106149"", ""2026-02-07T14:42:41.106149"", ""2026-02-07T14:43:23.106149"", ""2026-02-07T14:43:29.106149"", ""2026-02-07T14:43:39.106149"", ""2026-02-07T14:43:55.106149"", ""2026-02-07T14:44:19.106149"", ""2026-02-07T14:44:45.106149"", ""2026-02-07T14:45:12.106149"", ""2026-02-07T14:45:21.106149"", ""2026-02-07T14:45:26.106149"", ""2026-02-07T14:45:53.106149""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.059}","{""session_duration"": 433, ""num_events"": 27, ""num_links_clicked"": 1, ""num_qr_scans"": 0, ""num_permission_requests"": 2}",normal,v2.0.0,benign_media,0.360229,train,train_default
session_v2_004836_551ac9ee,average_user,2026-02-06T17:55:02.107506,2026-02-06T17:58:55.107506,"[""open_app:WhatsApp"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:YouTube"", ""scroll"", ""scroll"", ""type_text"", ""scroll"", ""switch_app"", ""close_app:YouTube"", ""open_app:WhatsApp""]","[""2026-02-06T17:55:02.107506"", ""2026-02-06T17:55:25.107506"", ""2026-02-06T17:55:34.107506"", ""2026-02-06T17:55:58.107506"", ""2026-02-06T17:56:24.107506"", ""2026-02-06T17:57:05.107506"", ""2026-02-06T17:57:21.107506"", ""2026-02-06T17:57:35.107506"", ""2026-02-06T17:57:47.107506"", ""2026-02-06T17:58:11.107506"", ""2026-02-06T17:58:55.107506""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.451}","{""session_duration"": 233, ""num_events"": 11, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 0}",normal,v2.0.0,benign_chat,0.234855,train,train_default
session_v2_004837_3ee61858,average_user,2025-12-11T04:48:17.108133,2025-12-11T04:53:16.108133,"[""open_app:Browser"", ""download_file"", ""switch_app"", ""close_app:Browser"", ""open_app:WhatsApp"", ""start_screen_share"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:YouTube"", ""type_text"", ""scroll"", ""scroll"", ""close_app:YouTube"", ""open_app:Browser"", ""click_link"", ""click_link"", ""scroll"", ""switch_app"", ""open_app:WhatsApp"", ""switch_app"", ""close_app:WhatsApp""]","[""2025-12-11T04:48:17.108133"", ""2025-12-11T04:48:31.108133"", ""2025-12-11T04:48:34.108133"", ""2025-12-11T04:48:37.108133"", ""2025-12-11T04:48:41.108133"", ""2025-12-11T04:49:22.108133"", ""2025-12-11T04:49:26.108133"", ""2025-12-11T04:49:28.108133"", ""2025-12-11T04:49:32.108133"", ""2025-12-11T04:49:41.108133"", ""2025-12-11T04:50:38.108133"", ""2025-12-11T04:50:45.108133"", ""2025-12-11T04:50:48.108133"", ""2025-12-11T04:51:15.108133"", ""2025-12-11T04:51:25.108133"", ""2025-12-11T04:51:42.108133"", ""2025-12-11T04:52:19.108133"", ""2025-12-11T04:52:25.108133"", ""2025-12-11T04:52:35.108133"", ""2025-12-11T04:52:38.108133"", ""2025-12-11T04:53:16.108133""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.37}","{""session_duration"": 299, ""num_events"": 21, ""num_links_clicked"": 2, ""num_qr_scans"": 0, ""num_permission_requests"": 0}",normal,v2.0.0,benign_media,0.343157,train,train_default
session_v2_004838_3647d076,average_user,2026-01-27T22:35:55.109368,2026-01-27T22:40:31.109368,"[""open_app:WhatsApp"", ""scroll"", ""type_text"", ""scroll"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:Browser"", ""download_file"", ""switch_app"", ""close_app:Browser"", ""open_app:Settings"", ""grant_permission"", ""scroll"", ""switch_app"", ""close_app:Settings"", ""open_app:Browser""]","[""2026-01-27T22:35:55.109368"", ""2026-01-27T22:36:14.109368"", ""2026-01-27T22:36:25.109368"", ""2026-01-27T22:36:37.109368"", ""2026-01-27T22:36:52.109368"", ""2026-01-27T22:37:29.109368"", ""2026-01-27T22:37:41.109368"", ""2026-01-27T22:37:44.109368"", ""2026-01-27T22:37:54.109368"", ""2026-01-27T22:37:58.109368"", ""2026-01-27T22:38:50.109368"", ""2026-01-27T22:39:03.109368"", ""2026-01-27T22:39:18.109368"", ""2026-01-27T22:39:32.109368"", ""2026-01-27T22:39:41.109368"", ""2026-01-27T22:40:31.109368""]","{""vpn"": 1, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.484}","{""session_duration"": 276, ""num_events"": 16, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 1}",normal,v2.0.0,benign_media,0.339908,val,val_random_fill
session_v2_004839_d5c110f6,average_user,2026-03-25T18:19:26.110128,2026-03-25T18:23:09.110128,"[""open_app:FileManager"", ""scroll"", ""switch_app"", ""close_app:FileManager"", ""open_app:Settings"", ""grant_permission"", ""scroll"", ""switch_app"", ""close_app:Settings"", ""open_app:Browser"", ""download_file"", ""scroll"", ""type_text""]","[""2026-03-25T18:19:26.110128"", ""2026-03-25T18:19:57.110128"", ""2026-03-25T18:20:28.110128"", ""2026-03-25T18:20:31.110128"", ""2026-03-25T18:20:39.110128"", ""2026-03-25T18:20:48.110128"", ""2026-03-25T18:20:49.110128"", ""2026-03-25T18:21:02.110128"", ""2026-03-25T18:21:34.110128"", ""2026-03-25T18:22:07.110128"", ""2026-03-25T18:22:22.110128"", ""2026-03-25T18:22:34.110128"", ""2026-03-25T18:23:09.110128""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.345}","{""session_duration"": 223, ""num_events"": 13, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 1}",normal,v2.0.0,benign_media,0.350284,test_ood,ood_time_bucket
session_v2_004840_935217c8,average_user,2025-10-17T06:05:01.111116,2025-10-17T06:12:03.111116,"[""open_app:FileManager"", ""switch_app"", ""open_app:YouTube"", ""switch_app"", ""close_app:YouTube"", ""open_app:Browser"", ""download_file"", ""switch_app"", ""close_app:Browser"", ""open_app:Settings"", ""type_text"", ""scroll"", ""type_text"", ""type_text"", ""switch_app"", ""open_app:WhatsApp"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:Browser"", ""install_app"", ""install_app"", ""install_app"", ""click_link"", ""scroll"", ""click_link""]","[""2025-10-17T06:05:01.111116"", ""2025-10-17T06:05:06.111116"", ""2025-10-17T06:05:17.111116"", ""2025-10-17T06:05:39.111116"", ""2025-10-17T06:06:06.111116"", ""2025-10-17T06:06:10.111116"", ""2025-10-17T06:06:12.111116"", ""2025-10-17T06:06:49.111116"", ""2025-10-17T06:07:13.111116"", ""2025-10-17T06:07:31.111116"", ""2025-10-17T06:08:03.111116"", ""2025-10-17T06:08:22.111116"", ""2025-10-17T06:08:41.111116"", ""2025-10-17T06:09:09.111116"", ""2025-10-17T06:09:25.111116"", ""2025-10-17T06:09:38.111116"", ""2025-10-17T06:10:07.111116"", ""2025-10-17T06:10:09.111116"", ""2025-10-17T06:10:46.111116"", ""2025-10-17T06:10:49.111116"", ""2025-10-17T06:10:52.111116"", ""2025-10-17T06:10:55.111116"", ""2025-10-17T06:11:09.111116"", ""2025-10-17T06:12:01.111116"", ""2025-10-17T06:12:03.111116""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.236}","{""session_duration"": 422, ""num_events"": 25, ""num_links_clicked"": 2, ""num_qr_scans"": 0, ""num_permission_requests"": 0}",suspicious,v2.0.0,benign_browse,0.512605,train,train_default
session_v2_004841_12a39247,average_user,2026-02-01T10:39:15.112152,2026-02-01T10:47:16.112152,"[""open_app:YouTube"", ""switch_app"", ""open_app:Browser"", ""scan_qr"", ""type_text"", ""download_file"", ""switch_app"", ""open_app:Settings"", ""scroll"", ""switch_app"", ""close_app:Settings"", ""open_app:YouTube"", ""switch_app"", ""open_app:Browser"", ""download_file"", ""click_link"", ""switch_app"", ""close_app:Browser"", ""open_app:Settings"", ""grant_permission"", ""switch_app"", ""open_app:WhatsApp"", ""click_link"", ""click_link"", ""scroll"", ""close_app:WhatsApp""]","[""2026-02-01T10:39:15.112152"", ""2026-02-01T10:39:50.112152"", ""2026-02-01T10:39:52.112152"", ""2026-02-01T10:40:19.112152"", ""2026-02-01T10:40:57.112152"", ""2026-02-01T10:41:25.112152"", ""2026-02-01T10:41:37.112152"", ""2026-02-01T10:42:01.112152"", ""2026-02-01T10:42:03.112152"", ""2026-02-01T10:42:07.112152"", ""2026-02-01T10:42:19.112152"", ""2026-02-01T10:42:29.112152"", ""2026-02-01T10:43:08.112152"", ""2026-02-01T10:43:42.112152"", ""2026-02-01T10:43:43.112152"", ""2026-02-01T10:43:46.112152"", ""2026-02-01T10:43:52.112152"", ""2026-02-01T10:44:09.112152"", ""2026-02-01T10:44:31.112152"", ""2026-02-01T10:44:39.112152"", ""2026-02-01T10:45:39.112152"", ""2026-02-01T10:46:01.112152"", ""2026-02-01T10:46:06.112152"", ""2026-02-01T10:46:25.112152"", ""2026-02-01T10:47:05.112152"", ""2026-02-01T10:47:16.112152""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 1, ""ip_risk_score"": 0.396}","{""session_duration"": 481, ""num_events"": 26, ""num_links_clicked"": 3, ""num_qr_scans"": 1, ""num_permission_requests"": 1}",suspicious,v2.0.0,benign_media,0.440088,train,train_default
session_v2_004842_194e8eab,average_user,2026-02-15T21:40:22.113403,2026-02-15T21:42:29.113403,"[""open_app:YouTube"", ""switch_app"", ""close_app:YouTube"", ""open_app:Settings"", ""deny_permission"", ""deny_permission"", ""scroll"", ""scroll"", ""switch_app"", ""open_app:Browser"", ""switch_app""]","[""2026-02-15T21:40:22.113403"", ""2026-02-15T21:40:25.113403"", ""2026-02-15T21:40:39.113403"", ""2026-02-15T21:40:49.113403"", ""2026-02-15T21:41:24.113403"", ""2026-02-15T21:41:31.113403"", ""2026-02-15T21:42:07.113403"", ""2026-02-15T21:42:10.113403"", ""2026-02-15T21:42:16.113403"", ""2026-02-15T21:42:21.113403"", ""2026-02-15T21:42:29.113403""]","{""vpn"": 0, ""rooted"": 1, ""emulator"": 0, ""ip_risk_score"": 0.367}","{""session_duration"": 127, ""num_events"": 11, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 2}",normal,v2.0.0,benign_files,0.405359,train,train_default
